Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	Delta Time (s)	SNR NIST Quick (dB)	Tag	Notes	VF2
1218	Spectrogram 1	4	257704.620000000	257707.110000000	61.100	278.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	304.6200	2.4900	18.76	NARW		v
1219	Spectrogram 1	7	257746.160000000	257748.310000000	64.900	309.200		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	346.1600	2.1500	23.58	NARW		v
1220	Spectrogram 1	9	257747.350000000	257750.070000000	34.400	240.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	347.3500	2.7200	26.43	NARW		v
1221	Spectrogram 1	11	257748.370000000	257750.410000000	64.900	244.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	348.3700	2.0400	17.88	NARW		v
1222	Spectrogram 1	6	257750.580000000	257753.070000000	30.500	248.100		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	350.5800	2.4900	20.36	NARW		v
1223	Spectrogram 1	4	257752.790000000	257754.990000000	72.500	248.100		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	352.7900	2.2000	15.10	NARW		v
1224	Spectrogram 1	3	257755.670000000	257757.540000000	68.700	232.800		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	355.6700	1.8700	13.55	NARW		v
1225	Spectrogram 1	7	257928.590000000	257930.790000000	72.500	290.100		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	528.5900	2.2000	19.96	NARW		v
1226	Spectrogram 1	11	257930.170000000	257933.170000000	53.400	263.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	530.1700	3.0000	20.60	NARW		v
1227	Spectrogram 1	7	257964.590000000	257966.850000000	42.000	225.200		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	564.5900	2.2600	22.35	NARW		v
1228	Spectrogram 1	11	257966.850000000	257968.940000000	87.800	244.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	566.8500	2.0900	13.54	NARW		v
1229	Spectrogram 1	7	258001.600000000	258004.320000000	114.500	286.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	601.6000	2.7200	15.64	NARW		v
1230	Spectrogram 1	11	258003.700000000	258006.020000000	95.400	271.000		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	603.7000	2.3200	14.83	NARW		v
1231	Spectrogram 1	7	258008.960000000	258011.400000000	91.600	293.900		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	608.9600	2.4400	18.02	NARW		v
1232	Spectrogram 1	11	258010.550000000	258013.600000000	49.600	271.000		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	610.5500	3.0500	19.48	NARW		v
1233	Spectrogram 1	9	258011.740000000	258014.570000000	80.200	301.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	611.7400	2.8300	18.11	NARW		v
1234	Spectrogram 1	8	258013.150000000	258015.080000000	68.700	290.100		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	613.1500	1.9300	18.74	NARW		v
1235	Spectrogram 1	7	258062.110000000	258064.490000000	76.300	290.100		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	662.1100	2.3800	19.07	NARW		v
1236	Spectrogram 1	11	258063.870000000	258066.530000000	72.500	282.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	663.8700	2.6600	17.09	NARW		v
1237	Spectrogram 1	7	258159.700000000	258161.960000000	61.100	286.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	759.7000	2.2600	23.56	NARW		v
1238	Spectrogram 1	11	258161.450000000	258164.340000000	84.000	259.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	761.4500	2.8900	15.55	NARW		v
1239	Spectrogram 1	4	258166.930000000	258167.780000000	68.200	235.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	766.9300	0.8500	15.39	NARW		v
1240	Spectrogram 1	7	258202.370000000	258204.470000000	76.300	282.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	802.3700	2.1000	21.17	NARW		v
1241	Spectrogram 1	11	258204.300000000	258206.850000000	61.100	278.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	804.3000	2.5500	18.30	NARW		v
1242	Spectrogram 1	9	258204.410000000	258206.510000000	87.800	297.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	804.4100	2.1000	16.74	NARW		v
1243	Spectrogram 1	8	258206.340000000	258208.370000000	87.800	255.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	806.3400	2.0300	15.71	NARW		v
1244	Spectrogram 1	6	258207.020000000	258209.280000000	38.200	278.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	807.0200	2.2600	20.69	NARW		v
1245	Spectrogram 1	4	258208.770000000	258210.980000000	72.500	286.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	808.7700	2.2100	17.51	NARW		v
1246	Spectrogram 1	3	258211.540000000	258214.320000000	49.600	240.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	811.5400	2.7800	12.75	NARW		v
1247	Spectrogram 1	7	258259.940000000	258262.030000000	87.800	255.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	859.9400	2.0900	15.25	NARW		v
1248	Spectrogram 1	9	258261.920000000	258264.350000000	80.200	290.100		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	861.9200	2.4300	18.09	NARW		v
1249	Spectrogram 1	11	258262.320000000	258264.070000000	95.400	251.900		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	862.3200	1.7500	15.16	NARW		v
1250	Spectrogram 1	8	258264.350000000	258266.110000000	106.900	236.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	864.3500	1.7600	13.02	NARW		v
1251	Spectrogram 1	4	258266.560000000	258268.600000000	99.200	244.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	866.5600	2.0400	13.42	NARW		v
1252	Spectrogram 1	3	258269.850000000	258271.770000000	99.200	240.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_233000Z.aif	71485MD03_002K_M12_multi_20160128_233000Z.aif	869.8500	1.9200	11.89	NARW		v
1253	Spectrogram 1	7	258338.390000000	258340.990000000	61.100	320.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	38.3900	2.6000	23.26	NARW		v
1254	Spectrogram 1	11	258340.480000000	258343.150000000	53.400	316.800		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	40.4800	2.6700	22.00	NARW		v
1255	Spectrogram 1	9	258340.540000000	258342.920000000	38.200	316.800		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	40.5400	2.3800	27.33	NARW		v
1256	Spectrogram 1	8	258342.350000000	258345.240000000	57.300	316.800		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	42.3500	2.8900	21.57	NARW		v
1257	Spectrogram 1	6	258343.430000000	258345.520000000	45.800	255.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	43.4300	2.0900	19.28	NARW		v
1258	Spectrogram 1	4	258344.960000000	258347.790000000	64.900	286.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	44.9600	2.8300	17.85	NARW		v
1259	Spectrogram 1	3	258347.670000000	258350.790000000	7.600	286.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	47.6700	3.1200	14.35	NARW		v
1260	Spectrogram 1	7	258399.800000000	258401.960000000	30.500	278.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	99.8000	2.1600	23.66	NARW		v
1261	Spectrogram 1	9	258401.840000000	258404.790000000	57.300	286.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	101.8400	2.9500	20.98	NARW		v
1262	Spectrogram 1	11	258401.960000000	258404.330000000	49.600	301.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	101.9600	2.3700	20.74	NARW		v
1263	Spectrogram 1	7	258493.140000000	258495.580000000	76.300	263.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	193.1400	2.4400	18.00	NARW		v
1264	Spectrogram 1	11	258495.290000000	258497.730000000	45.800	259.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	195.2900	2.4400	20.98	NARW		v
1265	Spectrogram 1	7	258556.710000000	258559.880000000	45.800	297.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	256.7100	3.1700	21.38	NARW		v
1266	Spectrogram 1	9	258730.360000000	258732.450000000	80.200	282.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	430.3600	2.0900	18.49	NARW		v
1267	Spectrogram 1	7	258731.830000000	258733.920000000	99.200	274.800		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	431.8300	2.0900	17.41	NARW		v
1268	Spectrogram 1	11	258733.640000000	258735.850000000	64.900	244.300		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	433.6400	2.2100	16.42	NARW		v
1269	Spectrogram 1	7	258749.040000000	258751.580000000	49.600	263.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	449.0400	2.5400	21.61	NARW		v
1270	Spectrogram 1	11	258751.190000000	258753.340000000	19.100	240.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	451.1900	2.1500	19.03	NARW		v
1271	Spectrogram 1	7	258794.660000000	258796.870000000	61.100	255.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	494.6600	2.2100	19.92	NARW		v
1272	Spectrogram 1	11	258797.040000000	258799.410000000	49.600	255.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	497.0400	2.3700	18.65	NARW		v
1273	Spectrogram 1	7	258870.960000000	258873.340000000	87.800	259.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	570.9600	2.3800	17.28	NARW		v
1274	Spectrogram 1	11	258873.510000000	258875.540000000	87.800	259.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	573.5100	2.0300	16.46	NARW		v
1275	Spectrogram 1	9	258874.350000000	258876.220000000	80.200	236.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	574.3500	1.8700	13.23	NARW		v
1276	Spectrogram 1	8	258876.050000000	258877.690000000	103.100	251.900		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	576.0500	1.6400	12.91	NARW		v
1277	Spectrogram 1	6	258877.140000000	258878.060000000	74.400	248.100		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	577.1400	0.9200	17.61	NARW		v
1278	Spectrogram 1	4	258878.260000000	258879.510000000	88.500	246.200		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	578.2600	1.2500	14.04	NARW		v
1279	Spectrogram 1	7	258995.310000000	258997.520000000	26.900	203.800		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	695.3100	2.2100	17.12	NARW		v
1280	Spectrogram 1	11	258995.420000000	258997.520000000	19.200	196.200		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	695.4200	2.1000	17.67	NARW		v
1281	Spectrogram 1	6	258996.610000000	258998.650000000	34.600	211.500		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	696.6100	2.0400	16.15	NARW		v
1282	Spectrogram 1	4	258997.350000000	258999.780000000	50.000	207.700		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	697.3500	2.4300	16.19	NARW		v
1283	Spectrogram 1	3	259000.120000000	259002.380000000	69.200	215.400		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	700.1200	2.2600	14.61	NARW		v
1284	Spectrogram 1	7	259001.540000000	259003.570000000	30.800	184.600		71	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160128/71485MD03_002K_M12_multi_20160128_234500Z.aif	71485MD03_002K_M12_multi_20160128_234500Z.aif	701.5400	2.0300	15.96	NARW		v
1285	Spectrogram 1	3	259224.570000000	259226.600000000	43.700	230.200		72	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160213/71485MD03_002K_M12_multi_20160213_000000Z.aif	71485MD03_002K_M12_multi_20160213_000000Z.aif	24.5700	2.0300	14.42	NARW		v
1286	Spectrogram 1	6	259225.470000000	259227.570000000	59.500	226.200		72	/Volumes/ag-clo-repnas5.ad.cornell.edu-1/projects/2013_UnivMD_Maryland_71485/Sounds/71485_MD03_002K_12CH_AIFF/002K_12CH_20160213/71485MD03_002K_M12_multi_20160213_000000Z.aif	71485MD03_002K_M12_multi_20160213_000000Z.aif	25.4700	2.1000	15.98	NARW		v
